"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 ","2020-21 "
"","","","5384062 - Bryn Hafren Comprehensive School ",4309.241316,4161.643,3997,1616,".","."
"","","","5384065 - Cowbridge Comprehensive School ",6120.566975,6204.979,6238,6262,6572,6793
"","","","5384066 - Ysgol Bro Morgannwg ",1567.054534,".",".",".",".","."
"","","","5384067 - St Cyres School ",4946.293563,5309.059,5368,5207,5390,5712
"","","","5384068 - Whitmore High School ",".",".",".",2612,4307,4700
"","","","5384069 - Pencoedtre High School ",".",".",".",2244,4161,4572
"","","","5384612 - St Richard Gwyn R.C. High School ",3123.210851,3188.035,3268,3366,3432,3543
"","","","5385400 - Stanwell  School ",7732.053576,7815.371,8020,8032,8137,8546
"","","","5385401 - St Cyres Comprehensive School ",".",".",".",".",".","."
"","","","5389992 - Unallocated resources - secondary ",0,0,0,0,0,0
"","","Vale of Glamorgan - Special ","",6023.808,6399.743,6835,7093,8262,9613
"","","Vale of Glamorgan - Special ","5387012 - Ysgol Erw'r Delyn ",".",".",".",".",".","."
"","","","5387015 - Ysgol Maes Dyfan ",".",".",".",".",".","."
"","","","5387018 - Ashgrove School ",".",".",".",".",".","."
"","","","5387024 - Ysgol Y Deri ",6023.808,6399.743,6835,7093,8262,9613
"","","","5389999 - Ysgol Y Deri ",".",".",".",".",".","."
"","","","5389993 - Unallocated resources - special ",0,0,0,0,0,0
"","Rhondda Cynon Taf ","","",157802.908,158613.885,160007.491,160966.382,166973.516,174930.392
"","Rhondda Cynon Taf ","Rhondda Cynon Taf - Nursery ","",225.326,192.287,0,0,0,0
"","","Rhondda Cynon Taf - Nursery ","5401003 - Robertstown Nursery School ",".",".",".",".",".","."
"","","","5401006 - Rhydyfelin Nursery School ",".",".",".",".",".","."
"","","","5401009 - Tonyrefail Nursery School ",".",".",".",".",".","."
"","","","5401010 - Ynyscynon Nursery School ",225.326,132.287,".",".",".","."
"","","","5401011 - Cwmbach Nursery School ",".",".",".",".",".","."
"","","","5409994 - Unallocated resources - nursery ",0,60,0,0,0,0
"","","Rhondda Cynon Taf - Primary ","",75410.567,75704.974,76734.434,75065.146,75807.265,76826.408
"","","Rhondda Cynon Taf - Primary ","5402044 - Penderyn Primary School ",763.201,764.652,779.234,766.718,831.832,863.599
"","","","5402045 - Oaklands Primary School ",797.825,845.11,836.214,830.857,860.111,918.916
"","","","5402047 - Aberllechau Primary School ",".",".",".",".",".","."
"","","","5402049 - Abercynon Infants School ",".",".",".",".",".","."
"","","","5402052 - Alaw Primary School ",632.432,614.391,641.847,622.444,651.808,645.534
"","","","5402053 - Abernant Primary School ",369.067,365.823,393.347,407.699,424.91,454.467
"","","","5402056 - Blaenclydach Infants School ",".",".",".",".",".","."
"","","","5402057 - Abertaf Primary School ",".",".",".",".",".","."
"","","","5402060 - Cilfynydd Primary School ",493.663,529.989,552.818,550.753,542.843,535.159
"","","","5402061 - Brynnau Primary School ",686.16,665.653,706.508,776.629,816.772,893.855
"","","","5402062 - Blaenllechau Infant School ",".",".",".",".",".","."
"","","","5402066 - Coedpenmaen County Primary School ",785.154,794.625,856.602,827.858,884.733,933.998
"","","","5402069 - Bodringallt Primary School ",473.032,472.754,523.765,518.276,535.614,531.605
"","","","5402070 - Blaengwawr Primary School ",657.477,647.69,649.149,678.971,677.828,714.962
"","","","5402072 - Coedylan Primary School ",362.358,390.525,435.617,444.894,467.738,562.285
"","","","5402076 - Craig-Yr-Eos Infants School ",".",".",".",".",".","."
"","","","5402077 - Caegarw Primary School ",561.76,566.3,592.624,570.908,590.485,623.979
"","","","5402079 - Cwmlai Primary School ",1093.541,1047.214,1113.696,1097.378,1136.019,1238.505
"","","","5402080 - Cwmclydach Junior School ",".",".",".",".",".","."
"","","","5402083 - Dolau County Primary School ",1231.478,1256.269,1300.883,1307.483,1403.997,1499.056
"","","","5402084 - Capcoch Primary School ",522.971,489.449,555.642,549.236,569.697,580.774
"","","","5402087 - Gilfach Goch Infants School ",".",".",".",".",".","."
"","","","5402088 - Cwmclydach Infants School ",".",".",".",".",".","."
"","","","5402091 - Glanffrwd Infant School ",".",".",".",".",".","."
"","","","5402092 - Cymmer Junior School ",590.959,562.231,".",".",".","."
"","","","5402093 - Caradog Primary School ",751.38,764.644,813.021,835.694,843.107,773.215
"","","","5402095 - Glantaf Infant School ",".",".",".",".",".","."
"","","","5402096 - Cymmer Infants School ",480.552,453.275,".",".",".","."
"","","","5402098 - Graig-Y-Wion Primary School ",".",".",".",".",".","."
"","","","5402099 - Dinas  Junior School ",".",".",".",".",".","."
"","","","5402100 - Carnetown Primary School ",".",".",".",".",".","."
"","","","5402102 - Ffynnon Taf Primary School ",632.838,638.762,686.391,675.945,719.777,765.341
"","","","5402104 - Hawthorn PrimarySchool ",749.839,770.212,815.094,762.186,789.623,794.042
"","","","5402107 - Comin Junior Mixed School ",".",".",".",".",".","."
"","","","5402110 - Hendreforgan Infants School ",".",".",".",".",".","."
"","","","5402112 - Darran Park Primary School ",916.592,925.319,1088.55,1046.362,1099.881,1131.976
"","","","5402114 - Hendreforgan Junior School ",".",".",".",".",".","."
"","","","5402115 - Ferndale Infants School ",281.034,280.563,".",".",".","."
"","","","5402116 - Comin  Infants School ",".",".",".",".",".","."
"","","","5402118 - Llanilltud Faerdref Primary ",682.692,642.718,640.295,619.864,642.326,641.158
"","","","5402119 - Gelli Primary School ",691.886,686.279,672.255,658.993,669.618,716.619
"","","","5402124 - Llantrisant Primary ",538.176,524.996,517.52,509.564,514.283,541.413
"","","","5402125 - Cwmaman  Infants School ",476.865,449.432,442.663,187.868,".","."
"","","","5402127 - Hafod Primary School ",448.832,466.191,517.76,499.319,544.239,556.126
"","","","5402130 - Maes-Y-Coed Primary School ",841.443,822.002,844.253,836.309,880.916,923.311
"","","","5402131 - Cwmbach Infants School ",".",".",".",".",".","."
"","","","5402134 - Cwmdar County Primary School ",807.597,775.215,756.881,717.66,758.791,797.002
"","","","5402137 - Parclewis Primary School ",793.071,687.561,761.479,739.81,727.822,801.771
"","","","5402138 - Llwyncelyn Infants School ",289.794,306.516,281.165,124.249,".","."
"","","","5402139 - Cynon Infants School ",".",".",".",".",".","."
"","","","5402142 - Llanharan Primary School ",435.638,431.595,504.554,493.479,531.528,541.654
"","","","5402143 - Llwynypia Primary School ",678.05,660.768,688.773,650.166,716.716,743.09
"","","","5402144 - Darrenlas Primary School ",696.833,681.274,706.396,688.466,700.366,705.368
"","","","5402150 - Penrhiwfer Infants School ",".",".",".",".",".","."
"","","","5402151 - Llanhari Primary School ",610.976,597.13,594.181,616.731,635.433,653.712
"","","","5402152 - Maerdy Junior School ",".",".",".",".",".","."
"","","","5402156 - Maerdy Infants School ",".",".",".",".",".","."
"","","","5402157 - Glynhafod Junior School ",380.192,388.209,396.264,172.794,".","."
"","","","5402160 - Pontyclun Primary School ",1354.128,1316.233,1345.589,1294.293,1332.581,1403.963
"","","","5402161 - Parc Primary School ",651.091,639.899,645.65,643.096,663.222,669.82
"","","","5402167 - Rhigos Primary School ",288.01,295.423,280.81,319.846,309.45,347.073
"","","","5402168 - Tonyrefail Primary School ",925.419,892.705,879.109,382.594,".","."
"","","","5402169 - Pentre Primary School ",216.205,".",".",".",".","."
"","","","5402170 - Hirwaun Primary School ",748.334,742.281,772.253,773.465,860.032,826.669
"","","","5402174 - Nantgarw Infants School ",".",".",".",".",".","."
"","","","5402176 - Penygraig Junior School ",400.968,410.686,478.301,185.626,".","."
"","","","5402179 - Penygraig Infants School ",524.889,518.27,496.621,202.925,".","."
"","","","5402180 - Llwydcoed Primary ",352.718,367.214,369.165,385.305,420.478,481.52
"","","","5402182 - Trallwng Infants School ",442.408,414.643,380.578,368.675,360.47,414.821
"","","","5402183 - Penyrenglyn Junior  School ",".",".",".",".",".","."
"","","","5402184 - Newtown Primary School ",".",".",".",".",".","."
"","","","5402186 - Trefforest Primary School ",".",".",".",".",".","."
"","","","5402191 - Penyrenglyn Infant School ",".",".",".",".",".","."
"","","","5402192 - Pengeulan Primary School ",551.694,511.439,481.556,470.177,494.682,501.71
"","","","5402196 - Pontrhondda Primary School ",490.41,472.5,535.731,548.308,569.369,583.082
"","","","5402199 - Trehopcyn Primary School ",446.782,442.567,431.762,395.067,423.229,391.599
"","","","5402200 - Pontygwaith Primary School ",622.067,673.98,664.278,571.805,596.251,611.874
"","","","5402201 - Penrhiwceibr Junior School ",".",".",".",".",".","."
"","","","5402206 - Trerobart Primary School ",731.025,737.656,729.485,723.095,715.852,680.869
"","","","5402208 - Penrhiwceibr Infants School ",".",".",".",".",".","."
"","","","5402211 - Porth Infants School ",328.652,354.188,326.182,133.429,".","."
"","","","5402212 - Penywaun Infants School ",".",".",".",".",".","."
"","","","5402216 - Y.G.G. Pont Sion Norton ",789.347,792.117,814.355,806.778,847.469,883.556
"","","","5402218 - Perthcelyn Community Primary School ",692.736,657.946,612.979,616.424,634.091,650.363
"","","","5402221 - Heol-Y-Celyn Primary School ",1205.485,1213.426,1257.487,1322.894,1242.904,1158.854
"","","","5402222 - Ton Pentre Junior  School ",526.245,560.08,565.41,618.955,637.498,681.301
"","","","5402223 - Ynysboeth Junior School ",".",".",".",".",".","."
"","","","5402225 - Craig-Yr-Hesg Primary School ",477.044,478.342,472.556,466.771,495.437,526.683
"","","","5402226 - Ynysboeth Infant School ",".",".",".",".",".","."
"","","","5402228 - Llwyncrwn Primary School ",1208.048,1212.503,1303.509,1291.567,1291.561,1266.832
"","","","5402229 - Ton  Infants School ",595.642,597.295,563.966,537.868,561.044,581.213
"","","","5402230 - Penywaun Junior School ",".",".",".",".",".","."
"","","","5402234 - Tonypandy Primary School ",482.742,466.418,477.015,192.17,".","."
"","","","5402235 - Ysgol G.G. Aberdar ",1173.432,1115.688,1171.967,1144.152,1198.603,1245.137
"","","","5402238 - Gwauncelyn Infants School ",".",".",".",".",".","."
"","","","5402240 - Cwmbach Junior School ",".",".",".",".",".","."
"","","","5402242 - Gwauncelyn Junior School ",".",".",".",".",".","."
"","","","5402243 - Trealaw Primary School ",514.697,517.294,528.364,515.958,539.158,556.001
"","","","5402244 - Glenboi Primary School ",566.847,554.493,544.255,545.252,562.922,549.693
"","","","5402247 - Cefn Primary School ",630.086,610.384,639.797,645.791,681.627,724.245
"","","","5402248 - Treherbert Infants ",".",".",".",".",".","."
"","","","5402250 - Ysgol Gymraeg Garth Olwg ",969.031,969.899,1054.46,1040.326,447.201,"."
"","","","5402251 - Treorchy Primary School ",1040.643,1128.223,1137.846,1099.359,1203.838,1257.458
"","","","5402257 - Gwaunmeisgyn Junior School ",".",".",".",".",".","."
"","","","5402258 - Williamstown Primary School ",1132.982,1123.186,1147.535,1188.016,1240.886,1252.521
"","","","5402260 - Gwaunmeisgyn Infants School ",".",".",".",".",".","."
"","","","5402263 - Maesybryn Primary School ",1266.878,1261.302,1278.145,1271.665,1297.231,1290.889
"","","","5402264 - Tylorstown Primary School ",600.894,565.45,594.472,608.599,634.736,635.251
"","","","5402269 - Tref-Y-Rhyg Primary School ",437.599,414.451,458.971,486.842,555.394,468.966
"","","","5402272 - Ysgol G.G. Tonyrefail ",710.434,681.279,632.247,661.659,655.313,670.292
"","","","5402276 - Penygawsi Primary School ",765.367,735.277,790.42,789.151,827.339,810.53
"","","","5402277 - Ynyshir Infants School ",".",".",".",".",".","."
"","","","5402281 - Ynyswen Infant School ",".",".",".",".",".","."
"","","","5402284 - Ysgol G. G. Llwyncelyn ",896.911,845.345,862.454,885.875,929.452,972.613
"","","","5402287 - Ysgol G.G. Ynyswen ",788.763,777.89,774.713,765.963,873.28,975.088
"","","","5402289 - Rhiwgarn Infant School ",".",".",".",".",".","."
"","","","5402291 - Penrhys Infant School ",".",".",".",".",".","."
"","","","5402293 - Penrhys Junior School ",".",".",".",".",".","."
"","","","5402295 - Porth Junior  School ",401.038,449.513,460.094,198.494,".","."
"","","","5402306 - Tonysguboriau Primary School ",742.591,687.467,759.793,742.742,771.153,803.141
"","","","5402345 - Ynyshir Junior School ",".",".",".",".",".","."
"","","","5402351 - YGGG Llantrisant ",978.392,964.762,938.165,899.66,918.367,953.308
"","","","5402356 - Ysgol G.G. Bodringallt ",510.008,461.19,430.862,457.947,489.973,497.338
"","","","5402359 - Ysgol G.G. Castellau ",752.966,764.015,794.263,781.127,798.214,841.925
"","","","5402361 - Ysgol G.G. Llyn Y Forwyn ",666.822,642.502,647.817,627.607,651.875,666.68
"","","","5402362 - Ysgol G.G. Evan James ",933.147,907.93,876.236,875.364,927.967,977.754
"","","","5402364 - Ysgol Gymraeg Abercynon ",983.378,930.437,957.462,965.844,969.537,985.311
"","","","5402365 - Ysgol G.G. Bronllwyn ",740.962,719.082,703.338,673.836,722.93,774.272
"","","","5402367 - Miskin Primary School ",470.344,477.03,501.674,489.626,474.941,476.289
"","","","5402369 - Penpych Community Primary School ",579.358,576.017,648.909,659.664,687.855,700.985
"","","","5402370 - Hendreforgan Primary School ",686.846,668.231,672.546,692.106,744.832,754.566
"","","","5402371 - Penyrenglyn Primary School ",768.527,780.835,750.884,725.877,703.061,673.091
"","","","5402372 - Penywaun Primary School ",1039.684,954.842,968.022,920.6,859.013,878.411
"","","","5402373 - Penrhys Primary School ",825.968,855.61,841.267,839.413,852.671,657.076
"","","","5402374 - Gwaunmeisgyn Primary School ",1006.764,1024.119,1053.407,1037.012,1069.861,1157.269
"","","","5402375 - Gwauncelyn primary ",1091.66,1084.695,1139.698,1180.548,1201.127,1275.522
"","","","5402376 - Penrhiwceibr Primary ",539.29,538.684,584.139,594.604,607.222,642.725
"","","","5402377 - Ysgol yr Eos primary ",529.345,563.378,562.858,238.676,".","."
"","","","5402378 - Ynyshir Primary School ",827.428,829.946,840.782,855.273,885.043,933.516
"","","","5402380 - Cwmclydach Primary ",817.807,784.22,789.395,781.835,792.833,784.654
"","","","5402381 - Aberdare Park Primary ",919.926,893.2,955.582,936.349,1013.001,995.63
"","","","5402382 - Maerdy Community Primary School ",927.034,892.364,943.577,946.501,968.907,1076.958
"","","","5402383 - Cwmbach Community Primary School ",922.978,899.757,883.221,896.331,968.563,1093.132
"","","","5402384 - Ynysboeth Community Primary School ",643.832,633.69,612.907,665.773,677.205,629.556
"","","","5402385 - Abercynon Community Primary School ",1121.34,1108.6,1164.569,1143.194,1197.122,1242.917
"","","","5402386 - Cymmer Primary School ",".",".",910.218,983.193,1038.749,1018.686
"","","","5402387 - Cwmaman Primary ",".",".",".",418.565,764.628,812.156
"","","","5403309 - Our Ladys R.C. Primary School ",397.99,387.385,393.646,397.721,409.76,421.594
"","","","5403312 - St Michael's R.C. Primary School ",685.477,675.499,724.561,704.908,704.394,684.709
"","","","5403313 - St Gabriel & Raphael R.C.P. School ",466.164,464.728,481.022,500.429,521.704,524
"","","","5403314 - St Margaret's R.C. Primary School ",460.443,441.254,446.319,459.008,519.833,563.536
"","","","5403317 - Aberdare Town C.I.W. Primary School ",815.714,792.572,789.927,799.193,854.01,921.989
"","","","5403319 - Cwmbach C.I.W. Primary School ",352.333,349.452,407.95,413.79,375.616,415.599
"","","","5409999 - Dinas/ Craig yr eos ",".",".",".",".",".","."
"","","","5405999 - Ysgol Llanhari ",".",".",".",".",".","."
"","","","5409991 - Unallocated resources - primary ",3053,4468.66,3933.89,4877.032,5393.885,4839.135
"","","Rhondda Cynon Taf - Middle ","",2739.387,2617.087,2940.986,12082.75,21741.058,26877.572
"","","Rhondda Cynon Taf - Middle ","5405500 - Ysgol Llanhari ",2706.387,2556.493,2881.196,2802.383,3147.815,3367.634
"","","","5405501 - Porth Community School ",".",".",".",2800.17,4623.106,4770.235
"","","","5409996 - Unallocated resources - middle ",33,60.594,59.79,691.748,710.826,2135.287
"","","","5405502 - Ysgol Nantgwyn ",".",".",".",2410.287,4240.541,4543.706
"","","","5405503 - Tonyrefail Community School ",".",".",".",3378.162,6105.767,6848.868
"","","","5405504 - Establish WM community 3-19 Middle school on Garth Olwg site ",".",".",".",".",2913.003,5211.842
"","","Rhondda Cynon Taf - Secondary ","",72156.764,71794.201,72019.344,65849.541,60210.53,61437.187
"","","Rhondda Cynon Taf - Secondary ","5404019 - Bryncelynnog Comprehensive School ",4430.933,4475.478,4701.733,4802.801,5034.99,5480.512
"","","","5404022 - The Coedylan Comprehensive School ",4385.203,4200.307,4111.126,4027.867,4073.362,4242.094
